action;name;manufacturer;package;pins;quantity;order_quantity;location;scrap;datasheet;comment;category;cimage;appnote;price
add;470 k;;;0;0;0;;No;;;13021;470k_1.gif;;0
add;560 k;;;0;0;0;;No;;;13021;560k_1.gif;;0
add;680 k;;;0;0;0;;No;;;13021;680k_1.gif;;0
add;820 k;;;0;0;0;;No;;;13021;820k_1.gif;;0
add;1 M;;;0;0;0;;No;;;13021;1m_1.gif;;0
add;1.2 M;;;0;0;0;;No;;;13021;1.2m_1.gif;;0
add;1.5 M;;;0;0;0;;No;;;13021;1.5m_1.gif;;0
add;1.8 M;;;0;0;0;;No;;;13021;1.8m_1.gif;;0
add;2.2 M;;;0;0;0;;No;;;13021;2.2m_1.gif;;0
add;2.7 M;;;0;0;0;;No;;;13021;2.7m_1.gif;;0
add;3.3 M;;;0;0;0;;No;;;13021;3.3m_1.gif;;0
add;3.9 M;;;0;0;0;;No;;;13021;3.9m_1.gif;;0
add;4.7 M;;;0;0;0;;No;;;13021;4.7m_1.gif;;0
add;5.6 M;;;0;0;0;;No;;;13021;5.6m_1.gif;;0
add;6.8 M;;;0;0;0;;No;;;13021;6.8m_1.gif;;0
add;8.2 M;;;0;0;0;;No;;;13021;8.2m_1.gif;;0
add;10 M;;;0;0;0;;No;;;13021;10m_1.gif;;0
